FID,OBJECTID,DM_REF,LTBREFNO,CATEGORY,DATE_LISTED,STAT_LISTING,HSREF,SHAPE,SE_ANNO_CAD_DATA
LISTEDBUILDINGS.1005,1005,,C128,B,06/01/1981,"Queens Hotel incl lampstandards & former sea wall, 160 Nethergate",25461,"MULTIPOLYGON (((339958.6 729869.800000001, 339958.95 729870.050000001, 339956.6 729875.1, 339956.4 729875.6, 339956.3 729875.800000001, 339956.15 729876, 339956.05 729876.050000001, 339955.9 729876.199999999, 339955.75 729876.449999999, 339955.55 729876.550000001, 339955.05 729876.85, 339954.95 729876.949999999, 339954.6 729877, 339954.4 729877.1, 339954.05 729877.199999999, 339953.75 729877.25, 339953.5 729877.25, 339953.3 729877.199999999, 339946.6 729874, 339946.95 729872.949999999, 339943.8 729871.4, 339944.4 729870.050000001, 339940.8 729868.300000001, 339940.2 729869.75, 339937.6 729868.449999999, 339937.35 729868.699999999, 339928.9 729864.550000001, 339929 729864.300000001, 339942.65 729836, 339944.95 729837.199999999, 339948.1 729838.800000001, 339969 729849.6, 339958.6 729869.800000001)), ((339964.85 729788.85, 340000 729817.25, 340002.33 729819.130000001, 340003.96 729820.449999999, 340003.5856 729820.9432, 339964.4868 729789.612199999, 339964.85 729788.85)))",
LISTEDBUILDINGS.1006,1006,,C126,B,04/02/1965,"St Andrews RC Cathedral incl Presbytery & former sea wall to S, 150 Nethergate",25455,"MULTIPOLYGON (((340019.6 729923, 340020.1 729923.5, 340019.35 729924.15, 340018.75 729923.800000001, 340018.15 729924.15, 340017.5 729923.4, 340018.1 729922.85, 340015.95 729920.699999999, 340015 729921.5, 340014 729920.449999999, 340014.6 729920, 340011 729916, 340010.5 729916.449999999, 340009.6 729915.5, 340010.6 729914.6, 340008.6 729912.4, 340007.95 729913, 340007.2 729912.199999999, 340007.85 729911.65, 340007.25 729910.949999999, 340008.22 729910.029999999, 340008.75 729910.630000001, 340010.73 729908.720000001, 340010.56 729908.539999999, 340015.93 729903.67, 340016.69 729902.980000001, 340017.44 729902.289999999, 340018.12 729901.67, 340018.89 729900.98, 340019.57 729900.359999999, 340023.07 729897.18, 340029.85 729890.85, 340032 729888.800000001, 340031.08 729887.689999999, 340040.49 729879.9, 340041.4 729881, 340037.75 729884.6, 340041.85 729889.25, 340042.95 729888.300000001, 340044.8 729890.4, 340043.8 729891.25, 340048.2 729896.15, 340046.15 729898.15, 340047.8 729899.9, 340044.95 729902.699999999, 340043.6 729901.25, 340041.35 729903.4, 340039.4 729905.1, 340034.65 729909.4, 340027.42 729915.93, 340026.46 729916.800000001, 340025.57 729917.6, 340024.65 729918.43, 340023.79 729919.220000001, 340022.87 729920.039999999, 340021.92 729920.9, 340019.6 729923)), ((340047.31 729873.220000001, 340057.25 729887.5, 340059.15 729890.050000001, 340058.8284 729890.326300001, 340056.8914 729887.6976, 340046.9881 729873.486300001, 340047.31 729873.220000001)))",
LISTEDBUILDINGS.1007,1007,,C124,B,30/03/1995,"134a, 134b Nethergate",25447,"POLYGON ((340064.2 729970, 340060.1 729966.15, 340060 729966.050000001, 340060.8 729965.4, 340061.85 729966.449999999, 340069.8 729958.199999999, 340068.8 729957.199999999, 340071.3 729954.050000001, 340072.8 729952.15, 340077.61 729945.76, 340081.4 729948.880000001, 340075.05 729956.800000001, 340072 729960.449999999, 340064.2 729970))",
LISTEDBUILDINGS.1008,1008,,C123,B,30/03/1995,"132, 132a, 134 Nethergate",25444,"POLYGON ((340083.9 729970.300000001, 340075.35 729980.6, 340064.2 729970, 340072 729960.449999999, 340075.05 729956.800000001, 340081.4 729948.880000001, 340081.73 729948.48, 340093.75 729958.449999999, 340093.3 729959, 340087.9 729965.5, 340086.75 729966.85, 340083.9 729970.300000001))",
LISTEDBUILDINGS.1009,1009,,C090,B,30/03/1995,21 Meadowside or Albert Square,25320,"POLYGON ((340321.85 730468.6, 340311.75 730470.15, 340311.55 730469.4, 340309.59 730462.25, 340333.6 730458.6, 340337.35 730460.35, 340338.15 730466.15, 340321.85 730468.6))",
LISTEDBUILDINGS.1010,1010,,C091,B,30/03/1995,31 Meadowside or Albert Square,25323,"POLYGON ((340334.79 730495.789999999, 340330.95 730496.5, 340315.98 730499.199999999, 340314.62 730488.380000001, 340314.42 730487.189999999, 340314.16 730485.539999999, 340314.1 730485.199999999, 340324.02 730483.289999999, 340324.05 730483.5, 340324.4 730485.41, 340324.6 730486.51, 340347.05 730482.300000001, 340349.05 730493.15, 340343.23 730494.23, 340334.79 730495.789999999))",
LISTEDBUILDINGS.1011,1011,,C092,B,04/02/1965,"33, 35 Meadowside or Albert Square",25327,"POLYGON ((340317.05 730506.949999999, 340316.08 730500, 340315.98 730499.199999999, 340330.95 730496.5, 340331.65 730500, 340332.45 730504.4, 340324.4 730505.75, 340317.05 730506.949999999))",
LISTEDBUILDINGS.1012,1012,,C138,B,26/04/1989,11-19 (odd) Panmure St,25492,"POLYGON ((340363.01 730527.41, 340366.6 730528.449999999, 340366.9 730527, 340368.27 730527.32, 340371.2 730528.050000001, 340372.15 730528.300000001, 340373.2 730528.550000001, 340373 730530.1, 340375.75 730530.75, 340375 730533.75, 340372.31 730543.619999999, 340359.61 730540.460000001, 340346.48 730537.18, 340349.7 730524.300000001, 340353.15 730525.15, 340353.4 730524.35, 340353.45 730524.25, 340353.55 730524.15, 340353.6 730524.050000001, 340353.75 730523.949999999, 340353.95 730523.85, 340354.25 730523.85, 340354.35 730523.9, 340359.8 730525.25, 340359.5 730526.4, 340363.01 730527.41))",
LISTEDBUILDINGS.1013,1013,,C150,B,04/02/1965,"Peters Building, University of Dundee, Geddes Quadrangle, Off Perth Rd",25285,"POLYGON ((339644.3 729921.5, 339646.6 729923, 339642.6 729929, 339631 729920.85, 339634.8 729915.4, 339632.1 729913.6, 339639.4 729903.25, 339644.55 729906.699999999, 339646.15 729907.800000001, 339651.45 729911.35, 339650.4 729912.800000001, 339648.25 729915.869999999, 339647.76 729916.57, 339647.25 729917.289999999, 339644.3 729921.5))",
LISTEDBUILDINGS.1014,1014,,C149,B,04/02/1965,"Harris Building, University of Dundee, Geddes Quadrangle, Off Perth Rd",25281,"POLYGON ((339678.2 729921.4, 339678.8 729920.85, 339684 729924.550000001, 339685.5 729925.6, 339686.4 729926.199999999, 339685.4462 729927.511499999, 339680 729935, 339678.8 729934.15, 339677 729936.800000001, 339676.75 729937.199999999, 339676.4 729937, 339666.3 729930.199999999, 339665.95 729930.800000001, 339661.8 729927.9, 339662.2 729927.4, 339658.2 729924.6, 339658 729925, 339650.35 729919.75, 339650.53 729919.49, 339650.98 729918.83, 339651.48 729918.1, 339653.6 729915, 339654.5 729913.6, 339659 729907.1, 339659.4 729907.35, 339666.65 729912.300000001, 339666 729913.25, 339678.2 729921.4))",
LISTEDBUILDINGS.1015,1015,,C148,B,04/02/1965,"East Wing (of Harris Building), University of Dundee, Geddes Quadrangle, Off Perth Rd",25277,"POLYGON ((339699.6 729912.800000001, 339688.5 729905, 339688.8 729904.550000001, 339690.8 729901.800000001, 339695.3 729895.75, 339714.5741 729909.3445, 339688.2 729945.199999999, 339686.8 729944.15, 339685.7 729945.6, 339682 729942.800000001, 339683.1 729941.4, 339678.9737 729938.2883, 339686.5 729928.199999999, 339685.4462 729927.511499999, 339686.4 729926.199999999, 339687.35 729926.85, 339688 729926, 339689.6 729926.4, 339699.6 729912.800000001))",
LISTEDBUILDINGS.1016,1016,,C051,B,30/03/1994,"Baldragon House, 5-9 (odd) Cowgate, 75-79 (odd) Murraygate",25117,"POLYGON ((340426.05 730565.949999999, 340425.75 730565.6, 340425.4 730565.25, 340425.15 730564.85, 340425.1 730564.75, 340424.6 730563.949999999, 340424.45 730563.5, 340424.3 730563.199999999, 340424.1 730562.6, 340423.9 730561.949999999, 340423.9 730561.800000001, 340423.75 730561.25, 340423.7 730560.65, 340423.7 730560.35, 340423.4 730556.949999999, 340432.79 730556.35, 340432.85 730557.35, 340442.63 730565.619999999, 340435.46 730573.84, 340426.05 730565.949999999))",
LISTEDBUILDINGS.1017,1017,,C194,B,30/03/1995,"Kandahar House, 71-87 (odd) Meadowside",25598,"POLYGON ((340260.35 730686.25, 340259.85 730685.65, 340258.95 730684.449999999, 340258.05 730683.1, 340257.15 730681.699999999, 340256.2 730680.15, 340255.85 730679.550000001, 340255 730678, 340254.45 730676.9, 340254 730675.85, 340253.75 730675.050000001, 340253.35 730673.9, 340253.25 730673.449999999, 340253.05 730672.699999999, 340252.9 730672, 340252.8 730671, 340252.75 730669.949999999, 340252.75 730669.65, 340252.7 730669.050000001, 340252.75 730668.449999999, 340252.8 730667.800000001, 340252.9 730667.199999999, 340253.05 730666.65, 340253.25 730666.1, 340254.13 730666.43, 340267.2 730671.25, 340266.85 730672.949999999, 340270.95 730674.050000001, 340271.6 730672.199999999, 340283.55 730675.5, 340280.26 730684.42, 340279.9 730684.300000001, 340278.3 730688.5, 340273.7 730687.199999999, 340270.03 730693.73, 340269.6 730693.449999999, 340267.65 730692.050000001, 340266.7 730691.4, 340265.7 730690.75, 340263.9 730689.300000001, 340263.65 730689.050000001, 340261.95 730687.75, 340261.1 730687.050000001, 340260.9 730686.800000001, 340260.35 730686.25))",
LISTEDBUILDINGS.1019,1019,,C147,B,04/02/1965,"Carnegie Building, University of Dundee, Geddes Quadrangle, Off Perth Rd",25273,"POLYGON ((339656.75 729877.65, 339655.65 729876.949999999, 339651.3 729882.800000001, 339650.6 729883.65, 339649.8 729883.1, 339648.2 729885.199999999, 339644.6 729882.699999999, 339656.6 729864.85, 339660.6 729867.65, 339655.8 729874.300000001, 339656.85 729874.949999999, 339658.1 729875.800000001, 339665.05 729866, 339677.5 729874.6, 339668 729888, 339666.5 729890.050000001, 339667.05 729890.550000001, 339664.8 729893.75, 339665.35 729894.15, 339663.3 729897, 339662.2 729896.199999999, 339656.4 729904.300000001, 339655.65 729905.35, 339650.35 729901.6, 339648.8 729900.449999999, 339643.3 729896.550000001, 339652.5 729883.65, 339656.75 729877.65))",
LISTEDBUILDINGS.1020,1020,,C152,B,04/02/1965,"Ellenbank & Union Mount incl gatepiers & boundary wall, University of Dundee, 1, 3 Perth Rd",25289,"MULTIPOLYGON (((339716 729868.800000001, 339716.8 729867.75, 339717.4 729866.85, 339722.8 729870.699999999, 339721.35 729872.800000001, 339723.25 729874.15, 339729.4 729878.449999999, 339730.1 729877.5, 339730.6 729876.85, 339731.55 729877.5, 339733.4 729878.85, 339734.35 729879.5, 339733.85 729880.15, 339733.15 729881.25, 339738.3 729884.85, 339733.15 729891.800000001, 339729.35 729897, 339723.8 729893, 339724.35 729892.300000001, 339723.75 729891.9, 339723.2 729892.6, 339721.65 729891.6, 339722.3 729890.85, 339721.6 729890.300000001, 339721.05 729891.1, 339717.99 729888.91, 339715.38 729887.050000001, 339714.58 729886.480000001, 339713.61 729885.789999999, 339712.65 729885.1, 339713.75 729883.65, 339705.15 729877.5, 339704.55 729878.449999999, 339699.6 729874.949999999, 339700.65 729873.4, 339699.3 729872.4, 339698.2 729873.9, 339697.75 729874.449999999, 339693.8 729880.15, 339692.4 729882.199999999, 339683.35 729876.050000001, 339684.87 729873.810000001, 339687.8 729869.5, 339691.4 729871.9, 339692.4 729870.550000001, 339692.6 729870.15, 339693.8 729868.550000001, 339690.99 729866.560000001, 339690.32 729866.09, 339689.61 729865.59, 339689.13 729865.25, 339681 729859.5, 339687.5 729850.699999999, 339694.05 729855.35, 339694.95 729854.15, 339701.95 729858.85, 339702.2 729858.550000001, 339702.9 729859.1, 339705.7 729861.1, 339706.3 729861.5, 339706.2 729861.800000001, 339712.8 729866.550000001, 339716 729868.800000001)), ((339678.2 729824.949999999, 339700.4 729831.5, 339702.5 729832.050000001, 339704.65 729832.6, 339706.4 729833, 339712.65 729834.199999999, 339713.8 729834.449999999, 339716 729834.85, 339717.4 729834.949999999, 339718.9 729835, 339719.05 729835.1, 339729.5 729836.050000001, 339774.3 729839.1, 339774.65 729839.199999999, 339775.05 729839.25, 339775.55 729839.25, 339776.2 729839.5, 339777 729839.800000001, 339777.3 729840.050000001, 339777.5 729840.15, 339778.85 729841.4, 339779.6 729842.699999999, 339781.35 729847.1, 339781.2261 729847.2469, 339779.3855 729842.8018, 339778.7282 729841.452500001, 339777.4827 729840.2762, 339776.5486 729839.757200001, 339775.476 729839.4112, 339774.2651 729839.2729, 339754.2334 729837.923599999, 339729.4617 729836.2629, 339717.3873 729835.1558, 339715.8996 729834.982799999, 339712.5783 729834.3947, 339706.3508 729833.2184, 339699.8603 729831.536900001, 339681.4546 729826.139799999, 339678.1353 729825.143999999, 339678.2 729824.949999999)))",
LISTEDBUILDINGS.1021,1021,,C167,B,30/03/1994,"Old Technical Institute incl former College Hall, boundary wall & gatepiers, 60 Smalls Wynd",25308,"MULTIPOLYGON (((339771.05 729898.300000001, 339771.2 729899.65, 339777.8 729905.35, 339779.05 729906.449999999, 339766 729922.050000001, 339763 729925.5, 339753.9 729917.800000001, 339754.1 729917.5, 339755.8 729915.5, 339745.4 729906.800000001, 339754.15 729896.550000001, 339756.45 729893.800000001, 339765 729883.9, 339775.6 729893, 339774.35 729894.449999999, 339771.05 729898.300000001)), ((339741.3 729906.449999999, 339751.6 729894.449999999, 339753.95 729891.65, 339762.5 729881.75, 339762.7049 729881.926200001, 339741.5246 729906.6439, 339741.3 729906.449999999)))",
LISTEDBUILDINGS.1022,1022,,C166,B,30/03/1994,"Old Medical School incl boundary wall & railings, University of Dundee, 56 Smalls Wynd",25304,"MULTIPOLYGON (((339754.8 729927.5, 339757.55 729929.800000001, 339757 729930.449999999, 339767.9 729939.800000001, 339755.6 729954.449999999, 339742 729942.85, 339740 729941.1, 339731.75 729934, 339726.3 729929.35, 339738.65 729914.550000001, 339750 729924.300000001, 339750.5 729923.800000001, 339752.6 729925.65, 339754.8 729927.5)), ((339723.7 729927.1, 339737 729911.35, 339737.2819 729911.553200001, 339723.9752 729927.302999999, 339723.7 729927.1)))",
LISTEDBUILDINGS.1023,1023,,D042,B,30/06/1989,"former No 2 Customs Warehouse, 81 Seagate & return elevation to Candle Lane",25318,"POLYGON ((340526.6 730416.550000001, 340527.1 730416.4, 340535.6 730433.5, 340500 730450.130000001, 340492.04 730453.369999999, 340491.85 730453.449999999, 340490 730448.800000001, 340489.4 730447.42, 340488.55 730445.5, 340486.95 730441.85, 340486.58 730440.93, 340485.72 730438.800000001, 340485 730437, 340483.85 730434.050000001, 340483.56 730433.390000001, 340492.65 730429.74, 340500 730426.800000001, 340502.08 730426, 340526.6 730416.550000001))",
LISTEDBUILDINGS.1024,1024,,D043,B,30/06/1989,"Loyal Order of Ancient Shepherds, Central Halls, 95, 97 Seagate",25321,"POLYGON ((340508.55 730488.65, 340504.4 730481.25, 340500 730472.640000001, 340506.15 730469.35, 340507.76 730471.73, 340509.07 730473.65, 340511.3 730476.93, 340515.53 730483.17, 340527.71 730474.42, 340527.97 730474.48, 340530.15 730477.699999999, 340524.69 730481.460000001, 340524.05 730481.9, 340524.97 730483.24, 340525.95 730484.65, 340526.7 730484.199999999, 340527.9 730484.25, 340530.75 730488.43, 340530.78 730488.6, 340525.13 730492.779999999, 340516.13 730499.449999999, 340514.25 730497.050000001, 340508.55 730488.65))",
LISTEDBUILDINGS.1025,1025,,C145,B,30/03/1994,"Carnelley Building, University of Dundee incl boundary walls, Park Place",25266,"MULTIPOLYGON (((339785.05 729973.800000001, 339781.9 729971, 339773.8 729964, 339772.5 729962.85, 339771 729961.6, 339767.95 729958.85, 339766.85 729960.050000001, 339766 729961, 339760.4 729956.15, 339761.2 729955.25, 339763.9 729957.5, 339764.95 729956.4, 339763 729954.699999999, 339769.6 729947.1, 339769.95 729946.699999999, 339770.5 729947.25, 339787.2 729928.300000001, 339792.4 729932.550000001, 339791.9 729933.1, 339796.05 729936.800000001, 339798.7 729939.199999999, 339803 729943, 339803.55 729942.449999999, 339808.6 729946.949999999, 339803.4 729953.199999999, 339804.3 729954, 339804.6 729954.199999999, 339802.3 729956.85, 339802 729956.6, 339801.05 729955.800000001, 339785.05 729973.800000001)), ((339787.75 729980.449999999, 339787.2846 729980.0515, 339805.3009 729959.4192, 339812.34 729951.500299999, 339823.905 729939.1625, 339824.3 729939.5, 339812.6 729952.15, 339807.05 729958.4, 339805.8 729959.9, 339787.75 729980.449999999)))",
LISTEDBUILDINGS.1018,1018,,C165,B,30/03/1994,"Former Fleming Gymnasiun, Boiler house & jute shed, University of Dundee, 55, 55a, 59 & 61 Smalls Wynd",25300,"POLYGON ((339701.9 729941.6, 339701.4 729941.35, 339694.7 729950.15, 339694.2 729949.800000001, 339688.2 729945.199999999, 339714.5741 729909.3445, 339695.3 729895.75, 339690.2 729892.15, 339697 729882.4, 339730.65 729906.449999999, 339723 729915.35, 339721.6 729914.300000001, 339719.6 729917, 339720.75 729917.9, 339715.8 729923.65, 339714.8 729925, 339714.6 729924.85, 339712.8 729927.25, 339713 729927.65, 339701.9 729941.6))",
LISTEDBUILDINGS.1026,1026,,C146,B,30/03/1994,"Scymgeour Building, University of Dundee incl boundary walls & railings, Park Place",25269,"MULTIPOLYGON (((339773.91 730011.5, 339775.6 730009.4, 339779.6 730004.35, 339783 730000, 339787 729994.85, 339795.15 729984.6, 339799.5 729979.25, 339799.75 729978.949999999, 339799.9 729978.699999999, 339800.2 729978.449999999, 339800.55 729978.15, 339800.8 729977.9, 339801.4 729977.6, 339801.9 729977.25, 339802.4 729977.1, 339802.75 729976.85, 339803.4 729976.6, 339804 729976.449999999, 339804.3 729976.449999999, 339804.6 729976.4, 339804.95 729976.4, 339805.3 729976.449999999, 339805.75 729976.449999999, 339806.4 729976.699999999, 339808.15 729977.1, 339808.1818 729977.0603, 339808.35 729976.85, 339808.3525 729976.852499999, 339808.6 729977.1, 339819.4 729963.35, 339821.5 729960.699999999, 339826.2 729954.800000001, 339828.25 729952.449999999, 339839.2 729938.6, 339839 729938.449999999, 339845.8 729929.9, 339847.24 729931.050000001, 339864.76 729945.02, 339864.4812 729945.369200001, 339865.3 729946, 339869.6 729949.6, 339863.689 729956.946599999, 339858.7252 729953, 339857.89 729954.09, 339851.44 729948.949999999, 339848.39 729952.779999999, 339849.33 729953.529999999, 339850.32 729952.279999999, 339856.11 729956.890000001, 339852.68 729961.19, 339849.79 729958.880000001, 339846.9 729956.58, 339847.89 729955.26, 339846.93 729954.539999999, 339843.93 729958.380000001, 339847.76 729961.43, 339845.57 729964.17, 339858.01 729974.08, 339860.06 729971.5, 339867.14 729977.15, 339861.74 729983.92, 339862.79 729984.77, 339865.3 729986.800000001, 339860.65 729992.550000001, 339857.3 729989.800000001, 339853.8 729994.050000001, 339853.4 729993.800000001, 339851.9 729995.65, 339851.6 729996, 339845 729990.699999999, 339847.1 729988, 339845.65 729986.800000001, 339843.5 729989.5, 339839.05 729995.1, 339835 729991.9, 339836.2 729990.449999999, 339834.95 729989.5, 339831.35 729993.800000001, 339830.6 729994.699999999, 339836.55 730000, 339836.94 730000.34, 339837.2 730000, 339837.75 729999.35, 339839.2 729997.5, 339842.0112 729993.853399999, 339849.8214 730000.028200001, 339860.22 730008.32, 339862.1 730009.699999999, 339857.3 730016.5, 339850.1 730024.6, 339844.3 730019.800000001, 339837.9 730014.6, 339835.63 730017.91, 339833.2162 730021.3632, 339831.9704 730020.4495, 339830.5106 730022.315199999, 339828.77 730021.060000001, 339823.57 730017.33, 339820.68 730015.06, 339825.53 730008.91, 339827.18 730006.810000001, 339827.71 730006.119999999, 339823.85 730003.210000001, 339819.6 730000, 339813.85 729995.35, 339812 729997.75, 339810.05 730000.32, 339815.45 730004.35, 339809.2 730012.449999999, 339812.95 730015.35, 339809 730020.449999999, 339807.8 730019.529999999, 339805.2 730017.550000001, 339799.27 730025.25, 339798.85 730025.800000001, 339791.3 730019.9, 339790.8 730020.5, 339782.45 730014.050000001, 339785.87 730009.619999999, 339787.1 730010.6, 339788.47 730008.880000001, 339795.3 730000, 339796.4 729998.550000001, 339797.75 729996.800000001, 339796.6 729995.9, 339799.95 729991.75, 339807.65 729997.65, 339809.2 729995.6, 339811.1 729993.1, 339801.55 729985.4, 339807.8448 729977.4838, 339804.9768 729976.846799999, 339803.1756 729977.077, 339801.6231 729977.964099999, 339800.1445 729979.147, 339795.3392 729984.839500001, 339774.2992 730011.7864, 339770.7506 730016.4439, 339767.5581 730021.350199999, 339767.2 730021.17, 339771.1 730014.949999999, 339773.91 730011.5), (339809.1665 729977.5285, 339812.5 729980.050000001, 339823.35 729966.4, 339822.6 729965.75, 339824.58 729963.24, 339825.17 729962.5, 339825.69 729961.83, 339826.17 729961.230000001, 339827.74 729959.24, 339828.29 729958.539999999, 339828.8 729957.9, 339829.32 729957.230000001, 339831.2 729954.85, 339832 729955.5, 339843.05 729941.75, 339839.5784 729938.909600001, 339816.8523 729967.318499999, 339809.1665 729977.5285), (339826.8 729982.15, 339827.65 729981, 339831.95 729984.449999999, 339833.95 729981.800000001, 339832.2 729980.6, 339828.6 729977.65, 339825.75 729981.25, 339826.8 729982.15)), ((339832.75 730047.35, 339841.9 730034.35, 339834.1 730028.65, 339831.01 730026.41, 339830.2 730025.800000001, 339825.85 730032.199999999, 339819 730042.1, 339811.5 730037, 339798.35 730028.15, 339798.8139 730027.102, 339818.6674 730040.7513, 339830.1896 730024.4431, 339843.1298 730034.192600001, 339833.3803 730048.019099999, 339832.75 730047.35)), ((339863.2115 730007.736300001, 339877.8452 729985.679500001, 339878.248 729986.0167, 339878.26 729986.01, 339878.2529 729986.021, 339878.4052 729986.154200001, 339878.0336 729986.3608, 339869.23 730000, 339863.87 730008.32, 339863.2115 730007.736300001)))",
