FID,OBJECTID,DM_REF,LTBREFNO,CATEGORY,DATE_LISTED,STAT_LISTING,HSREF,SHAPE,SE_ANNO_CAD_DATA
LISTEDBUILDINGS.1270,1270,,W063,B,30/06/1989,"271-297 (odd) Perth Rd & 1 Rockfield St, Claredon tce incl boundary walls & gatepiers",25549,"MULTIPOLYGON (((338341.4 729843.25, 338342.15 729844.449999999, 338347.2 729844.300000001, 338347.8 729843.35, 338349.7 729843.1, 338350.5 729844.300000001, 338356.1 729844.199999999, 338356.7 729843.25, 338358.6 729843.199999999, 338359.6 729844.199999999, 338362.75 729844.199999999, 338363 729857.65, 338362.8 729857.75, 338362.2 729857.75, 338357.4 729857.789999999, 338338 729858.039999999, 338337.3 729858.050000001, 338332 729858.050000001, 338332 729859.9, 338332 729863.1, 338328.9 729863.1, 338328.8 729858.15, 338323.75 729858.15, 338323.8 729863.4, 338320.5 729863.4, 338320.4 729858.199999999, 338315.1 729858.199999999, 338315.15 729869.800000001, 338312.2 729869.800000001, 338312.2 729858.199999999, 338306.35 729858.300000001, 338306.4 729869.9, 338306.4 729870.199999999, 338303 729870.199999999, 338302.95 729864.699999999, 338302.95 729858.300000001, 338298.2 729858.300000001, 338298.25 729869.800000001, 338298.3 729870.199999999, 338294.4 729870.199999999, 338294.35 729865.25, 338294.35 729861.4, 338294.44 729858.369999999, 338272.37 729858.66, 338272.4 729863.35, 338272.45 729864.800000001, 338269.55 729864.85, 338269.4 729858.6, 338258.2 729858.699999999, 338258.35 729864.4, 338254.05 729864.449999999, 338254 729858.699999999, 338250.95 729858.699999999, 338251 729860.199999999, 338252.05 729860.199999999, 338252.05 729863.25, 338250.2 729863.25, 338249.6 729863.25, 338249.6 729858.699999999, 338245.4 729858.699999999, 338245.55 729864.300000001, 338242 729864.300000001, 338241.95 729858.800000001, 338232.45 729858.85, 338232.6 729864.4, 338228.8 729864.449999999, 338228.75 729858.949999999, 338224.7 729859, 338224.75 729860.85, 338219.8 729861, 338219.8 729858.949999999, 338217.6 729859, 338217.55 729853.25, 338217.4 729846, 338217.4 729845.25, 338219.25 729845.25, 338220 729844.199999999, 338222.4 729844.199999999, 338223.05 729845.25, 338231.6 729845.199999999, 338232.75 729845.199999999, 338233.55 729844.15, 338235.8 729844.050000001, 338236.55 729845.1, 338245.4 729845, 338252.9 729845, 338253.8 729843.9, 338256.1 729843.9, 338256.8 729844.949999999, 338257.95 729844.949999999, 338258.75 729844.949999999, 338259.6 729843.800000001, 338262 729843.800000001, 338262.6 729844.85, 338272.3 729844.800000001, 338273.1 729844.800000001, 338274.1 729843.65, 338276.2 729843.65, 338276.6 729844.699999999, 338281.2 729844.699999999, 338282.2 729843.65, 338284.2 729843.65, 338284.8 729844.699999999, 338287.6 729844.6, 338288.2 729843.65, 338290.3 729843.65, 338290.7 729844.699999999, 338294.8 729844.6, 338295.75 729844.6, 338296.8 729843.6, 338298.6 729843.6, 338299.2 729844.699999999, 338303.3 729844.699999999, 338304 729844.699999999, 338304.8 729843.5, 338306.8 729843.5, 338307.3 729844.6, 338312.2 729844.6, 338313.7 729844.6, 338314.4 729843.4, 338315.95 729843.5, 338316.75 729844.550000001, 338320.9 729844.550000001, 338322.2 729844.550000001, 338322.7 729843.4, 338324.4 729843.35, 338325.2 729844.550000001, 338329.6 729844.449999999, 338330.6 729844.449999999, 338331.35 729843.35, 338333.1 729843.4, 338333.7 729844.550000001, 338337.8 729844.449999999, 338338.5 729844.449999999, 338339.5 729843.25, 338341.4 729843.25)), ((338213.55 729870.300000001, 338213.8 729864.65, 338214.7 729844.4, 338214.95 729839.6, 338231.51 729839.33, 338245.25 729839.1, 338249.6 729839.07, 338257.8 729839, 338272.2 729838.85, 338294.8 729838.6, 338303.4 729838.449999999, 338312.2 729838.4, 338320.9 729838.300000001, 338329.6 729838.199999999, 338337.8 729838.199999999, 338354.15 729837.9, 338365.9 729837.800000001, 338365.6 729844.199999999, 338365.1 729857.800000001, 338364.5 729869.35, 338364.5 729869.5, 338364.1407 729869.5058, 338365.5359 729838.1042, 338278.1808 729839.3248, 338215.2125 729839.914100001, 338213.868 729870.300000001, 338213.55 729870.300000001)))",
LISTEDBUILDINGS.1271,1271,,W066,B,30/06/1989,"The Cedars, 303 Perth Rd",25555,"MULTIPOLYGON (((338107.15 729882.949999999, 338107.57 729870.380000001, 338107.6 729869.6, 338108.05 729860.449999999, 338108.2 729858.550000001, 338108.75 729845.35, 338109.3 729834, 338118.4 729834.199999999, 338118.8 729834.699999999, 338123 729834.85, 338123.6 729834.449999999, 338131.55 729834.800000001, 338130.4 729864.300000001, 338130.15 729872.699999999, 338129.8 729879.65, 338128 729879.65, 338125.8 729879.65, 338125.75 729881.5, 338115.8 729881.25, 338115.8 729883.1, 338107.15 729882.949999999), (338123.75 729872.449999999, 338113.75 729872.300000001, 338113.8 729868.300000001, 338114.7 729867.25, 338115.6 729867.25, 338115.6 729866, 338109.4 729865.9, 338109.4 729867.1, 338110.05 729867.1, 338110 729869.65, 338107.9651 729869.6076, 338107.4953 729882.6242, 338115.486 729882.758400001, 338115.5532 729880.8783, 338125.4241 729881.079700001, 338125.5584 729879.1995, 338129.4531 729879.1995, 338131.1782 729835.0963, 338123.7672 729834.734200001, 338122.9593 729835.1799, 338118.7802 729834.9849, 338118.1394 729834.455499999, 338109.644 729834.276699999, 338108.3682 729860.449999999, 338112.75 729860.449999999, 338112.8 729856.800000001, 338113.9 729856.85, 338114.8 729855.800000001, 338116.75 729855.800000001, 338117.4 729856.85, 338121.6 729857.1, 338122.35 729856.050000001, 338124.4 729856.15, 338125 729857, 338126 729857.199999999, 338125.95 729861, 338127.4 729861, 338127.35 729865.9, 338125.8 729865.9, 338125.8 729866.4, 338123.8 729866.300000001, 338123.75 729872.449999999)))",
LISTEDBUILDINGS.1272,1272,,W100,B,30/06/1989,"The Ridges, 458 Perth Rd",25623,"POLYGON ((338072.75 729804.699999999, 338077.05 729804.85, 338077.15 729803.35, 338078.4 729803.25, 338079 729802.85, 338080.35 729803, 338080.9 729803.35, 338082.4 729803.4, 338082.35 729804.800000001, 338088.8 729805, 338088.5 729813.9, 338075.6 729813.5, 338075.65 729812.15, 338075.75 729810.699999999, 338074.4 729810.699999999, 338073.75 729812.050000001, 338072.5 729812.050000001, 338071.8 729810.6, 338067 729810.449999999, 338067.05 729807.800000001, 338065.8 729806.699999999, 338065.95 729805.5, 338067.2 729804.699999999, 338067.2 729802.85, 338068.6 729802.949999999, 338069.05 729802.449999999, 338070.75 729802.550000001, 338071.35 729803.1, 338072.8 729803.1, 338072.75 729804.699999999))",
LISTEDBUILDINGS.1273,1273,,W099,B,30/06/1989,"Binrock, 456 Perth Rd",25621,"POLYGON ((338081.7 729713.4, 338081.2 729715.5, 338082.6 729715.800000001, 338081.6 729720.4, 338076.95 729719.35, 338072.35 729718.199999999, 338074.4 729709.4, 338076.4 729709.9, 338079.4 729696.949999999, 338080 729697, 338080.55 729696.699999999, 338081 729696.550000001, 338081.6 729696.4, 338082.15 729696.300000001, 338082.75 729696.300000001, 338083.25 729696.449999999, 338084 729696.699999999, 338084.75 729697, 338085.4 729697.5, 338085.8 729697.75, 338086.2 729698.050000001, 338086.6 729698.300000001, 338096.8 729700.699999999, 338095.15 729707.75, 338098.6 729708.550000001, 338097.8 729712.15, 338094.4 729711.4, 338091.05 729726.15, 338082.05 729724.300000001, 338082.2 729723.800000001, 338082.95 729720.550000001, 338083.55 729718, 338086.2 729718.550000001, 338087.05 729714.6, 338081.7 729713.4))",
LISTEDBUILDINGS.1274,1274,,W098,B,30/06/1989,"former Binrock Lodge incl gatepiers & boundary wall, 454a Perth Rd",25619,"POLYGON ((338140.2 729821.800000001, 338138.55 729821.65, 338138.5 729822.199999999, 338136.75 729822.15, 338136.75 729821.75, 338135.7 729821.65, 338135.7 729821.25, 338134.35 729821.1, 338134.4 729819.5, 338132.15 729819.35, 338132.2 729818.4, 338131.7 729818.4, 338131.8 729816.699999999, 338132.2 729816.800000001, 338132.25 729815.5, 338132.25 729815, 338134 729815.1, 338135.8 729815.199999999, 338135.9 729814.449999999, 338141 729814.800000001, 338141 729815.4, 338144.95 729815.6, 338144.75 729819.199999999, 338146.4 729819.25, 338146.0694 729823.642100001, 338161.0282 729824.2347, 338161 729824.449999999, 338146.05 729823.9, 338142.15 729823.9, 338135.05 729823.9, 338133 729822.4, 338133.4543 729822.4277, 338135.1125 729823.695800001, 338142.1607 729823.643999999, 338142.25 729821.5, 338140.2 729821.35, 338140.2 729821.800000001))",
LISTEDBUILDINGS.1275,1275,,W096,B,30/06/1989,"Taygrove & Riversdale incl boundary walls & gatepiers, 444, 446 Perth Rd",25615,"MULTIPOLYGON (((338274.6 729820.050000001, 338273.8 729827.1, 338265.5 729827, 338260.5 729826.85, 338255.8 729826.800000001, 338252.6 729826.699999999, 338247.2 729826.550000001, 338238.6 729826.4, 338238.15 729826.300000001, 338237.7 729826.300000001, 338243.55 729780.199999999, 338246.45 729755.35, 338264.1 729756.4, 338281.7 729757.4, 338280 729772.6, 338278.36 729786.99, 338274.6 729820.050000001), (338257.95 729808.6, 338259.55 729808.85, 338259.55 729808.449999999, 338264.6 729809.1, 338265.1 729804.800000001, 338267.2 729803.75, 338269.2 729804.050000001, 338270.55 729805.35, 338270.1 729808.949999999, 338270.6 729810.199999999, 338272.4 729810.449999999, 338271.35 729819.65, 338274.1391 729819.9933, 338278.2019 729784.3716, 338281.3282 729757.797800001, 338246.7932 729755.689300001, 338238.5293 729822.583699999, 338238.1775 729825.9869, 338252.6212 729826.5047, 338253.25 729820.699999999, 338241.8 729819.35, 338243.6 729804.300000001, 338247.05 729804.699999999, 338246.9 729806.050000001, 338249.2 729806.300000001, 338249.8 729807.65, 338252.25 729807.9, 338256.55 729808.449999999, 338257.95 729808.6), (338274.1391 729819.9933, 338274.1304 729820.0699, 338274.6 729820.050000001, 338274.1391 729819.9933), (338260.513 729826.6941, 338265.5277 729826.7784, 338265.6 729826.199999999, 338263.95 729826.050000001, 338264.2 729824.199999999, 338262.2 729824, 338262.2 729823.25, 338261 729823.1, 338261.2 729821.4, 338260 729821.25, 338259.5 729825.6, 338260.6 729825.65, 338260.513 729826.6941)))",
LISTEDBUILDINGS.1276,1276,,W094,B,30/06/1989,424-426 Perth Rd incl railings,25611,"MULTIPOLYGON (((338358.75 729821, 338358.65 729814.699999999, 338369.9 729814.550000001, 338370 729820.85, 338358.75 729821)), ((338358.7971 729823.7424, 338363.6474 729823.6712, 338376.4689 729823.0606, 338380.3477 729823.024700001, 338380.7787 729822.845100001, 338381.1737 729822.593699999, 338381.2096 729821.552200001, 338381.5 729821.6, 338381.5 729822.199999999, 338381.35 729822.550000001, 338381.2 729822.85, 338381 729823, 338380.8 729823.1, 338380.5 729823.199999999, 338377 729823.25, 338363.7 729823.800000001, 338358.8 729823.91, 338358.7971 729823.7424)))",
LISTEDBUILDINGS.1277,1277,,W091,B,13/07/1987,"The Binns, 412 Perth Rd",25605,"POLYGON ((338404.99 729772.02, 338404.94 729772.42, 338410.41 729773.08, 338409.81 729778.039999999, 338404.34 729777.380000001, 338403.63 729783.24, 338386.8 729781.199999999, 338387.46 729775.74, 338392.21 729776.310000001, 338392.91 729770.560000001, 338404.99 729772.02))",
LISTEDBUILDINGS.1278,1278,,W113,B,30/06/1989,3-7 (odd) Rockfield St & 48-52 (even) Shaftesbury Rd incl garden walls & gatepiers,25650,"MULTIPOLYGON (((338212.2 729896.6, 338212.75 729889.25, 338213.05 729883.1, 338213.4 729876.699999999, 338220.9 729876.699999999, 338221.25 729876.4, 338244.7 729876.199999999, 338244.65 729876.550000001, 338255 729876.449999999, 338255.11 729884.18, 338255.15 729894.390000001, 338255.2 729896.300000001, 338253.6 729896.300000001, 338244.35 729896.449999999, 338221.8 729897, 338219.55 729896.949999999, 338212.2 729896.6), (338234.25 729890.550000001, 338234.2 729892.199999999, 338242.75 729892.199999999, 338242.75 729892.800000001, 338244.35 729892.800000001, 338244.35 729896.229800001, 338254.8905 729895.933599999, 338254.6684 729876.8303, 338244.6467 729876.830800001, 338244.6 729880.85, 338243 729880.85, 338243 729881.4, 338235.8 729881.35, 338235.8 729882.4, 338234.4 729882.4, 338234.4 729883.6, 338234.4 729885, 338242.95 729885.1, 338242.9 729886.15, 338244.6 729886.15, 338244.6 729889.800000001, 338243.6 729889.800000001, 338234.25 729889.800000001, 338234.25 729890.550000001), (338218.6 729895.5, 338218.75 729893.25, 338219.75 729892.6, 338219.9 729889.4, 338221 729889.4, 338221 729887.1, 338220.05 729886.300000001, 338220.2 729884.449999999, 338221.25 729884, 338221.25 729883.25, 338221.25 729881.800000001, 338220.15 729880.699999999, 338220.2 729877.25, 338220.5457 729876.9784, 338213.7961 729877.1264, 338213.2038 729887.936899999, 338212.4633 729896.3039, 338219.482 729896.655400001, 338219.4 729896.300000001, 338218.6 729895.5)))",
LISTEDBUILDINGS.1279,1279,,W029,B,30/06/1989,2-6 (even) Hyndford St & 40-44 Shaftesbury Rd incl garden walls,25449,"MULTIPOLYGON (((338342.1 729896, 338342.1 729895.75, 338326 729895.800000001, 338325.95 729894.050000001, 338323 729894.15, 338321.5 729894.199999999, 338321.45 729888.58, 338321.4 729883.25, 338321.4 729876.050000001, 338325.6 729876, 338333 729875.9, 338356.95 729875.800000001, 338364.4 729875.800000001, 338364.2 729880.699999999, 338364.08 729883.25, 338363.8 729889.5, 338363.5 729895.9, 338356.1 729896, 338342.1 729896), (338321.7536 729893.946900001, 338326.1322 729893.828600001, 338326.2505 729895.524800001, 338342.1 729895.524800001, 338342.1 729894.699999999, 338332.4 729894.6, 338332.4 729890.4, 338342.35 729890.4, 338342.35 729887.5, 338340.6 729887.5, 338340.6 729889.5, 338335.8 729889.4, 338335.8 729887.5, 338333.8 729887.5, 338333.8 729886.300000001, 338332.7 729886.300000001, 338332.7 729883.25, 338342.5 729883.25, 338342.4 729881.5, 338341.4 729880.85, 338333 729880.85, 338333 729876.235200001, 338321.6747 729876.314099999, 338321.6747 729885.978599999, 338321.7536 729893.946900001), (338355.95 729885.1, 338356.95 729885.800000001, 338356.95 729888.15, 338356 729888.85, 338356 729889.5, 338356 729891.1, 338356.9 729891.800000001, 338356.95 729894.85, 338356.3158 729895.708000001, 338363.173 729895.643200001, 338364.0408 729876.116800001, 338357.2283 729876.065, 338358 729876.800000001, 338358 729880.4, 338357 729880.800000001, 338357 729883.25, 338355.9 729883.25, 338355.95 729885.1)))",
LISTEDBUILDINGS.1280,1280,,W008,B,04/02/1965,"Logie & St Johns Parish Church & Hall, Blackness Ave, Shaftesbury Ave & Shaftesbury Tce",25368,"POLYGON ((338636.2 729920.550000001, 338640.9 729920.550000001, 338640.9 729910.699999999, 338645.8 729910.699999999, 338645.8 729909.4, 338656.95 729909.4, 338656.95 729916.050000001, 338670.65 729916.050000001, 338670.65 729914.699999999, 338671.9 729914.699999999, 338671.9 729913.5, 338677.55 729913.5, 338677.6 729918.199999999, 338678.6 729918.199999999, 338678.65 729932.699999999, 338677.6 729932.699999999, 338677.65 729939, 338672 729939, 338672 729935.4, 338657.2 729935.4, 338657.2 729942.300000001, 338652.05 729942.300000001, 338652.05 729948, 338653.15 729948, 338653.2 729951.800000001, 338652.15 729951.800000001, 338652.15 729955.4, 338664.9 729955.4, 338664.9 729957.4, 338664.95 729965.199999999, 338661.8 729965.199999999, 338661.75 729966.550000001, 338661.75 729968.449999999, 338660.4 729969.4, 338658.2 729969.4, 338658.2 729971.25, 338651.6 729976.15, 338648 729976.199999999, 338646.4 729974.949999999, 338641.2 729971.1, 338641.2 729967.1, 338641.2 729965.1, 338640.4 729965.1, 338640.4 729964.550000001, 338640.35 729958.300000001, 338640.35 729956.449999999, 338640.35 729955.5, 338644.3 729955.5, 338644.2 729933.5, 338640.8 729933.5, 338640.8 729931.35, 338636.2 729931.35, 338636.2 729920.550000001))",
LISTEDBUILDINGS.1281,1281,,W056,B,04/02/1965,"Blackness Branch Library incl railings, 225 Perth Rd & Blackness Ave",25532,"MULTIPOLYGON (((338702 729838.85, 338688.9 729842.6, 338686.9 729835.6, 338686.75 729835, 338707.05 729829.25, 338707.8 729830.050000001, 338708.8 729829.1, 338714 729834.4, 338713.3 729835, 338713.8 729835.75, 338707.8 729857.1, 338697.8 729854.07, 338692.21 729852.369999999, 338693.6 729847.800000001, 338697.55 729849, 338698.65 729845.4, 338700 729845.800000001, 338702 729838.85)), ((338681.6 729829, 338681.8 729829, 338707.95 729827.1, 338711.1 729827.4, 338716 729832.4, 338716.6 729835.9, 338712.4 729850.699999999, 338710.4 729858, 338710.0999 729857.8961, 338716.2543 729835.8133, 338715.7949 729832.5976, 338711.048 729827.6975, 338707.9854 729827.3913, 338681.6954 729829.215600001, 338681.6 729829)))",
LISTEDBUILDINGS.1282,1282,,W055,B,30/06/1989,"165,167 Perth Rd & 2 Fords Lane incl The Speedwell Bar",25529,"POLYGON ((338898.85 729794, 338893.95 729795.35, 338893.9 729795.199999999, 338893 729791.9, 338891.15 729790.550000001, 338888.7 729781.75, 338901.8 729778.300000001, 338901.95 729778.4, 338902.05 729778.449999999, 338902.2 729778.6, 338902.4 729778.699999999, 338902.5 729778.800000001, 338902.6 729778.85, 338902.75 729779, 338902.8 729779.1, 338902.9 729779.25, 338903 729780, 338902 729783.35, 338898.85 729794))",
LISTEDBUILDINGS.1283,1283,,N001,B,12/03/1993,1 Albany Tce with boundary walls & gatepiers,24924,"POLYGON ((339589.6 731026.449999999, 339589.55 731026.9, 339592.85 731027.1, 339592.9 731026.449999999, 339598.6 731026.800000001, 339598.45 731032.9, 339600.75 731033.050000001, 339600.45 731039.85, 339601.4 731040.48, 339597.1 731048.970000001, 339594.2 731048.75, 339594.6 731040.699999999, 339579.9 731039.800000001, 339580.3 731031.449999999, 339582.95 731031.6, 339583.3 731026, 339584.65 731026.1, 339585.4 731025.15, 339587.35 731025.25, 339588.35 731026.35, 339589.6 731026.449999999))",
LISTEDBUILDINGS.1284,1284,,N003,B,12/03/1993,"10, 11 Albany Tce & 6 Law St with boundary walls & gatepiers",24933,"POLYGON ((339420.95 731000.800000001, 339421.15 731000.35, 339422.55 731000.6, 339423.5 731000, 339425.4 731000.4, 339425.85 731001.15, 339427.35 731001.35, 339427 731004, 339429.7 731004.4, 339429.53 731007.060000001, 339427.45 731010.449999999, 339425.6 731010.699999999, 339425.34 731013.609999999, 339421.32 731019.119999999, 339418.8 731018.550000001, 339419.6 731014.65, 339414.45 731013.74, 339413.4 731013.550000001, 339409.7 731012.9, 339408.9 731017.050000001, 339403.85 731016.15, 339404.3 731012.949999999, 339403.95 731012.800000001, 339406.33 731000, 339406.7 730997.949999999, 339408.05 730998.199999999, 339408.8 730997.550000001, 339410.45 730997.800000001, 339411.15 730998.75, 339412.8 730999.050000001, 339412.95 730999.449999999, 339416.13 731000, 339416.73 731000.1, 339420.95 731000.800000001))",
LISTEDBUILDINGS.1285,1285,,D034,B,30/06/1989,1-31 (odd) Lyon St & 30 Albert St,25287,"POLYGON ((341080 731150.300000001, 341081.35 731151.449999999, 341081.85 731159.050000001, 341080.27 731158.800000001, 341076.21 731158, 341068.8 731156.539999999, 341061.69 731155.140000001, 341059.05 731154.609999999, 341055.88 731153.99, 341055.1 731153.84, 341052.34 731153.289999999, 341048.5 731152.529999999, 341041.36 731151.119999999, 341038.37 731150.539999999, 341035.55 731149.98, 341028.3 731148.550000001, 341024.16 731147.73, 341021.85 731147.279999999, 341020.84 731147.08, 341018.2 731146.560000001, 341014.7 731145.869999999, 341007.99 731144.550000001, 341000.59 731143.09, 340997.78 731142.539999999, 340995.11 731142.01, 340993.83 731141.76, 340991.34 731141.279999999, 340987.4 731140.51, 340980.12 731139.08, 340977.4 731138.550000001, 340979.1 731129.800000001, 340989.06 731131.75, 340993 731132.529999999, 340995.5 731133.02, 340999.41 731133.779999999, 341009.82 731135.91, 341019.91 731137.98, 341023.52 731138.720000001, 341025.86 731139.26, 341030.07 731140.060000001, 341040.06 731142.109999999, 341050.28 731144.210000001, 341053.93 731144.92, 341056.64 731145.470000001, 341060.67 731146.34, 341070.37 731148.33, 341080 731150.300000001))",
LISTEDBUILDINGS.1286,1286,,D001,B,30/06/1989,"41-57 (odd) Albert St, 2 Raglan St",25160,"POLYGON ((341112.777 731179.971000001, 341112.807 731180.007999999, 341112.836 731180.046, 341112.864 731180.085000001, 341112.89 731180.126, 341112.915 731180.166999999, 341112.939 731180.210000001, 341112.961 731180.253000001, 341112.983 731180.297, 341113.004 731180.341, 341113.024 731180.386, 341113.043 731180.431, 341113.061 731180.476, 341113.079 731180.521, 341113.115 731180.623, 341113.139 731180.698000001, 341113.159 731180.774, 341113.177 731180.851, 341113.191 731180.929, 341113.202 731181.005999999, 341113.209 731181.084000001, 341113.211 731181.162, 341113.209 731181.24, 341113.202 731181.318, 341113.19 731181.396, 341113.17 731181.486, 341113.154 731181.544, 341113.136 731181.602, 341113.115 731181.659, 341113.092 731181.715, 341113.071 731181.76, 341113.066 731181.771, 341113.038 731181.823999999, 341113.008 731181.877, 341112.975 731181.927999999, 341112.94 731181.977, 341112.903 731182.025, 341112.864 731182.071, 341112.822 731182.115, 341112.75 731182.181, 341112.707 731182.216, 341112.662 731182.25, 341112.616 731182.281, 341112.569 731182.310000001, 341112.521 731182.338, 341112.471 731182.363, 341112.421 731182.386, 341112.369 731182.408, 341112.317 731182.426999999, 341112.264 731182.443, 341112.21 731182.458000001, 341112.156 731182.470000001, 341110.42 731182.789999999, 341110.47 731183.08, 341111.05 731186.1, 341110.06 731186.32, 341110.49 731188.66, 341110.76 731190.109999999, 341102.44 731191.51, 341100.94 731182.93, 341099.44 731174.369999999, 341099.23 731173.16, 341097.17 731161.369999999, 341098.65 731160, 341111.26 731162.18, 341109.65 731171.76, 341109.04 731171.65, 341107.29 731171.35, 341107.38 731171.84, 341107.61 731173.060000001, 341108.3 731176.800000001, 341109.25 731176.65, 341109.78 731179.449999999, 341109.839 731179.75, 341109.882 731179.968, 341111.752 731179.642000001, 341111.792 731179.635, 341111.882 731179.624, 341111.93 731179.622, 341111.978 731179.620999999, 341112.026 731179.622, 341112.075 731179.626, 341112.123 731179.630999999, 341112.17 731179.639, 341112.218 731179.648, 341112.265 731179.659, 341112.311 731179.673, 341112.357 731179.687999999, 341112.402 731179.705, 341112.446 731179.725, 341112.49 731179.745999999, 341112.532 731179.768999999, 341112.574 731179.793, 341112.64 731179.84, 341112.677 731179.869999999, 341112.712 731179.902000001, 341112.745 731179.936000001, 341112.777 731179.971000001))",
LISTEDBUILDINGS.1288,1288,,D004,B,30/06/1989,"Ogilvie Church (Church of Scotland), Albert St",25171,"POLYGON ((341128.8 731536.199999999, 341121.4 731527.9, 341121.8 731527.5, 341120.5 731526.050000001, 341129.8 731517.75, 341131.1 731519.199999999, 341136.2 731514.6, 341134.86 731513.140000001, 341134.6 731512.85, 341137.15 731510.58, 341139.85 731510.949999999, 341141.85 731513.050000001, 341141.5 731516.4, 341139.7 731518, 341143.7 731522.300000001, 341141.55 731524.300000001, 341144.5 731527.449999999, 341144.25 731529.15, 341142.1 731531.25, 341143.8 731533.1, 341142.55 731534.199999999, 341144.01 731535.779999999, 341144.35 731536.15, 341143.15 731537.300000001, 341148.45 731543, 341149.8 731546.800000001, 341149.5 731547.199999999, 341151.51 731549.369999999, 341151.85 731552.35, 341151.3 731552.85, 341150.54 731553.539999999, 341150.15 731553.9, 341147.4 731552.9, 341145.45 731550.75, 341145.1 731551.1, 341142.15 731550, 341129.35 731535.65, 341128.8 731536.199999999))",
LISTEDBUILDINGS.1289,1289,,D003,B,30/06/1989,"St Johns Episcopal Church & former Hall, 110, 116 Albert St",25168,"POLYGON ((341115.26 731354.949999999, 341116.7 731363.25, 341116.55 731363.449999999, 341115.45 731365, 341116.4 731365.699999999, 341117 731365.85, 341117.05 731366.15, 341115.85 731366.35, 341110.04 731374.609999999, 341109.2 731375.800000001, 341110.87 731378.210000001, 341111 731378.4, 341106.3 731379.25, 341104.3 731378.1, 341102.8 731380.1, 341094.6 731374.199999999, 341096.5 731371.449999999, 341094.9 731361.5, 341094.4 731358.49, 341092.55 731358.800000001, 341090.25 731357.65, 341086.5 731358.35, 341087.31 731356.6, 341087.52 731356.130000001, 341091.1 731348.35, 341113.46 731344.560000001, 341115.26 731354.949999999))",
LISTEDBUILDINGS.1290,1290,,M001,B,18/05/1987,"Hillbank or Blakeys Mill, Alexander St & 46, 48 Dens Rd",24922,"POLYGON ((340665.15 731314.050000001, 340667.9 731315.4, 340681.35 731321.949999999, 340683.75 731323.1, 340689.7 731326.050000001, 340690.4 731326.4, 340685.9 731335.550000001, 340637.65 731312.050000001, 340642.15 731302.85, 340649.05 731306.199999999, 340651.2 731307.25, 340665.15 731314.050000001))",
LISTEDBUILDINGS.1291,1291,,M002,B,18/05/1987,"Baltic Works, chimney & former Mill, 28 Annfield Rd",24927,"POLYGON ((338963.2 729987.25, 338943.7 730034, 338938.45 730045.300000001, 338916.5334 730036.773800001, 338944.9 729967.6, 338939.225 729965.280999999, 338947.25 729946.699999999, 338980.8792 729959.0175, 338977.15 729969.800000001, 338970.65 729985, 338968 729983.800000001, 338965.2 729982.6, 338963.8 729985.800000001, 338963.2 729987.25))",
LISTEDBUILDINGS.1292,1292,,D006,B,30/06/1989,"56, 58 Arbroath Rd, 1 Kemback St",25179,"POLYGON ((341242.01 731107.109999999, 341240.48 731115.66, 341240.4 731116.1, 341240.1 731116.050000001, 341237.04 731115.51, 341234.91 731115.130000001, 341231.75 731114.57, 341228.75 731114.039999999, 341225.1 731113.4, 341226.7 731104.4, 341242.01 731107.109999999))",
LISTEDBUILDINGS.1293,1293,,N006,B,12/03/1993,"St Margarets Episcopal Church, 17 Ancrum Rd",24948,"POLYGON ((338176.81 731236.43, 338178.5 731237.050000001, 338177.7 731239.449999999, 338176.8 731239.85, 338178.45 731243.5, 338176.75 731248.6, 338172.4 731250.85, 338169.7 731249.75, 338167.75 731254.9, 338163.5 731256.85, 338158.95 731255.199999999, 338156.85 731250.9, 338158.55 731245.300000001, 338155.95 731244.35, 338155.6 731244.75, 338154.3 731244.25, 338154 731244.949999999, 338151.92 731244.17, 338151.85 731244.15, 338152.1 731243.449999999, 338154.5 731238.449999999, 338155.75 731235, 338160.25 731233.199999999, 338162.25 731233.949999999, 338163.19 731231.42, 338162.45 731231.15, 338163.6 731227.6, 338163.1 731227.199999999, 338165.65 731219.800000001, 338168.7 731221, 338169.1 731220.550000001, 338177.75 731223.75, 338177.65 731224.199999999, 338180.6 731225.35, 338176.81 731236.43))",
